id,category,filtered,content,summary,prompt_filter_result,completion_filter_result
135,['Gender'],False,"""이런걸 믿는 늙다리들이있으니 저런넘도 유튜버라고 돈벌겠지.ㅋㅋ""",유튜버가 돈을 벌기 위해 믿는 사람들을 비웃는 내용입니다.,{},{}
136,['Not Hate Speech'],False,재미없음 진짜 기대이하 안봄,재미가 없어서 기대 이하라서 보지 않았다.,{},{}
137,['Not Hate Speech'],False,"""우리의 미래를 위해서 내가 먼저 일회용 사용을 줄이자구""","""일회용 사용을 줄여 우리의 미래를 지키자.""",{},{}
138,"['Age', 'Gender']",False,"""추가라자녀! 추가! 틀딱시키야 추가뜻도 몰라?""","요약: ""추가라자녀!""라는 표현이 사용되며, 상대방이 추가의 의미를 모른다는 것을 지적하고 있습니다.",{},{}
139,['Not Hate Speech'],False,어딘지 달라지긴함 눈매쪽도 약간어색한거같고,"눈매가 약간 어색해 보이고, 어딘가 달라진 느낌이 있다.",{},{}
140,['Not Hate Speech'],False,ㅋㅋㅋㅋㅋ이 정도면 기안이 진짜 싫어하는거다,기안이 정말 싫어하는 것 같다는 내용입니다.,{},{}
141,['Not Hate Speech'],False,오오 박신혜❤️ 기대기대❤️,박신혜에 대한 기대감이 표현되고 있습니다.,{},{}
142,"['Politics', 'Age']",False,"""저게 5.18의 진실이다..전남영암시키들..오일빨이 괜히 일어난게 아니다..""","5.18의 진실과 관련하여 전남 영암의 상황을 언급하며, 오일의 영향이 중요한 이유라고 주장하고 있다.",{},{}
143,['Age'],False,"이병헌한테 연기는 못까 ㅈㄹ하는 것들, 김민희보고 뭐라는지 좀 보자",이병헌의 연기에 대한 비판과 김민희에 대한 언급을 다루고 있다.,{},{}
144,['Not Hate Speech'],False,"타라가 제일 좋은데, 호의, 싸움","타라가 가장 좋지만, 호의와 싸움이 있다.",{},{}
145,['Age'],False,김종대 제발 탈퇴해 너때문에 내새끼들 간접적 직접적으로 피해입는 꼴 더이상 못본다 탈퇴해라,"김종대에게 탈퇴를 요청하며, 그의 행동으로 인해 자녀들이 피해를 보고 있다는 내용입니다.",{},{}
146,['Not Hate Speech'],False,사나가 절대로 가질수 없는게 뭔줄 아셈?바로 접니다 ㅎㅎ,사나가 절대로 가질 수 없는 것은 바로 나라는 내용입니다.,{},{}
147,['Not Hate Speech'],False,이게 왜 천만이지...볼게 없어서 그런가...,볼게 없어서 천만이라는 생각이 든다.,{},{}
148,['Physical'],False,"""토착왜구 후손들이 빨갱이 짓까지 하니 대한민국을 두 번 팔아 먹는 매국노들이다""","요약: ""토착왜구 후손들이 빨갱이 행동을 하며 대한민국을 두 번 배신하는 매국노들이다.""",{},{}
149,"['Physical', 'Gender']",False,"""수구 좌빨 틀딱씨 이제 그만 집에 가세요 쫌..""","""수구 좌빨 틀딱씨, 집에 가라는 요청입니다.""",{},{}
150,['Not Hate Speech'],False,섹쉬 승기 멋짐,요약: 섹시하고 멋진 승기.,{},{}
151,['Not Hate Speech'],False,제주 토착민들이 외지사람들을 그렇게 홀대한다던데... 사실인지...,제주 토착민들이 외지인들을 홀대한다는 이야기가 사실인지에 대한 의문이 제기되고 있다.,{},{}
152,['Gender'],False,"""틀딱할배들 여기서 기차놀이 하고 있노;;;""","""노인들이 기차놀이를 하고 있다.""",{},{}
153,['Not Hate Speech'],False,남의 떡이 아무리 이뻐봐야 모하겠노,남의 것이 아무리 좋아 보여도 의미가 없다는 뜻입니다.,{},{}
154,['Not Hate Speech'],False,얼굴 사캐... 무방부제,무방부제 얼굴 사캐.,{},{}
155,['Not Hate Speech'],False,우리나라는 절대 출산율 안늘어남 ㅋㅋ 이혼률만 증가ㅋㅋ 티비보면 다 저러고있는데ㅋ,우리나라의 출산율은 증가하지 않고 이혼율만 증가하고 있다는 내용입니다.,{},{}
156,['Politics'],False,"""뜬금없이 경상도드립치는애들은 전라도인가봄""","""뜬금없이 경상도드립치는 애들은 전라도 사람인 것 같다.""",{},{}
157,['Religion'],False,한남이랑 결혼한 한녀 맘충들 잘못 ㅋ,한남과 결혼한 한녀에 대한 비판적인 의견입니다.,{},{}
158,['Politics'],False,"""경찰들 양아치 다 됐지. 일은 안하고 민원 들어오는 여자들만 눈여겨 봤구먼.""","경찰들이 일을 제대로 하지 않고, 민원 제기하는 여성들만 주목하고 있다는 비판이 담겨 있다.",{},{}
159,"['Physical', 'Age']",False,노무현 뇌물쳐먹고 자살한거는 왜 안나와 이 OOO 새끼들아,노무현의 뇌물 사건과 자살에 대한 언급이 부족하다는 불만이 표현되고 있다.,{},{}
160,['Gender'],False,"""그럼 느네 교활이 대구데려가서 503이랑 순시리랑 사이좋게 살아라~~이 틀딱충들아""","""대구에서 503과 순시리와 잘 지내라는 내용의 비꼬는 말입니다.""",{},{}
161,['Not Hate Speech'],False,"""만졌구만 뭘 아니래""","""만졌구만 뭘 아니래""는 어떤 상황에서 만졌다는 사실을 부인하지 않는다는 의미입니다.",{},{}
162,['Age'],False,사람이가?싀퍌련들앜ㅋㅋㅋ,사람이 웃긴 상황에 대해 이야기하고 있습니다.,{},{}
163,"['Origin', 'Religion']",False,"""그많던 쿵쾡이들 아닥하고잇네ㅋㅋ 다어디갔낰ㅋ""","요약: ""많던 쿵쾡이들이 조용해졌다.""",{},{}
164,"['Physical', 'Gender']",False,"""조선일보, 나베, 자한당, 일베, 틀딱 등등""","조선일보, 나베, 자한당, 일베, 틀딱 등 다양한 용어가 언급되고 있습니다.",{},{}
165,['Not Hate Speech'],False,"""아니라할정도로 젖어든거지 생활이니까.. 그래서 정치하면 안되는거야""",정치가 생활에 깊이 젖어들어 있어서 정치에 참여하면 안 된다는 의미입니다.,{},{}
166,"['Physical', 'Age']",False,"""날씨마저 재앙 시장그릇도 안될샠끼가 나라님 할라니까 나라가 망하는거지""",날씨와 시장 상황이 좋지 않아 나라가 어려움을 겪고 있다는 내용입니다.,{},{}
167,['Not Hate Speech'],False,위풍당당하네남자 얼굴은 그모양인데 얘는 멀쩡한걸보니남자말이 더 신빙성있음,"남자의 얼굴은 위풍당당하지만, 그에 비해 상대방은 멀쩡해 보이므로 남자의 말이 더 신빙성 있게 느껴진다.",{},{}
168,['Physical'],False,"""범죄자한테 남녀 따지냐 이낙연 허수아비도 가끔씩 한마디하네 뚱단지같은 소릴~~~""","이낙연이 범죄자에 대해 남녀를 따지는 것이 부적절하다는 의견을 표현하며, 그의 발언이 어리석다는 비판이 담겨 있다.",{},{}
169,['Age'],False,저새끼가 술은마셧지만 음주룽전은 아니다 항새낀가 앰쥐진새끼,저 사람이 술을 마셨지만 음주운전은 아니라고 주장하고 있습니다.,{},{}
170,['Age'],False,이시키 군대가면 검찰조사도 못받아요??,이시키 군대에 가면 검찰 조사를 받을 수 없다는 내용입니다.,{},{}
171,['Not Hate Speech'],False,"""20대 남성이 역차별 받는다고 느낀다는데 페미니즘 교육을 한다고?? 뭔소리야""","20대 남성이 역차별을 느끼고 있는데, 페미니즘 교육을 한다는 것에 대한 의문을 제기하고 있다.",{},{}
172,['Physical'],False,"""좌빨 앵커의 최후~ ㅋㅋ""",좌빨 앵커의 최후에 대한 내용입니다.,{},{}
173,"['Politics', 'Physical']",False,전라도는 북한 간첩에게 권력을 몰아주고 북한 간첩은 대한민국을 죽여 전라도에게 준다. 전라도가 북한 간첩 집단이다. 전라도와 북괴공산당 군사독재권력은 공생관계이고 한패거리 적군 범죄카르텔이다.전방후원분왜구후손 전남남평문재앙 끼야 국민을 지켜라 !!! 개정은독재권력과 전방후원분왜구후손 북괴독재꼬붕 전라도 범죄카르텔을 지키지말고!!!,"전라도는 북한 간첩과 연결되어 있으며, 이들은 대한민국에 위협을 가하고 있다고 주장하고 있다. 전라도와 북한 간첩 집단은 서로 공생하는 관계로, 이들을 지키지 말라는 경고가 담겨 있다.",{},{}
174,['Not Hate Speech'],False,적어도 예술하는 집단이면 표절은 하지맙시다. 인성이 바로서야지.,예술하는 집단은 표절을 피하고 인성을 바르게 가져야 한다.,{},{}
175,['Age'],False,"""자ㅂ 녀 ㄴ 가막소에서 빨대꽂구 공짜 가다밥이나 실컷 처묵어라 사이다여 사이다""","""자녀가 막소에서 무료로 음식을 즐기라는 내용입니다.""",{},{}
176,['Religion'],False,여자들 장난아니네 댓글들 우와 ㅋㅋㅋㅋ이정도면 정신병맞다,여자들의 댓글이 매우 과격하다는 내용입니다.,{},{}
177,['Not Hate Speech'],False,너거 아버지가 엉? 그런데서 엉? 그거를 엉?,너의 아버지에 대한 질문이 담긴 문장입니다.,{},{}
178,"['Origin', 'Age']",False,"""남편새끼가 모자이크로 봐도 ㅈ같이 생겼네""",남편이 모자이크 처리된 모습이 좋지 않게 보인다는 내용입니다.,{},{}
179,['Not Hate Speech'],False,"""조선국민은 언제나 소잃고 외양간을 잘 못 고친다. 미치겠다. 환경단체도 짜증나고.""","조선국민은 문제를 겪고 나서야 대처를 잘 하지 못한다는 불만을 표현하고 있으며, 환경단체에 대한 짜증도 드러내고 있다.",{},{}
180,['Not Hate Speech'],False,천방지축마골피의 방 방나래항,천방지축마골피의 방 방나래항은 특정 장소나 상황을 나타내는 표현입니다.,{},{}
181,['Politics'],False,"""중국 시민지 주제에 날뛰어다녀서 꼴 좋다. ㅋㅋ""",중국 시민지 주제로 웃음을 주는 상황이다.,{},{}
182,['Not Hate Speech'],False,한국은 이래서 안돼 ㅋㅋ 대마초가 나쁜거라고 생각하노 ㅋㅋㅋㅋㅋㅋ 씨잼형 잘 풀릴꺼야 ㅠ 힘내,"한국에서는 대마초에 대한 부정적인 인식이 있으며, 씨잼형이 잘 되기를 응원하는 내용입니다.",{},{}
183,['Not Hate Speech'],False,니들 뻥치지마라 최고의 성형은 다이어트라고? 그래서 옥동자는 살뺐는데 왜 그런말안해?ㅋ,"다이어트가 최고의 성형이라는 주장에 대해 반박하며, 옥동자가 살을 뺐지만 그런 말을 하지 않는다고 언급하고 있다.",{},{}
184,['Not Hate Speech'],False,정우성은 이빨빠진 명박이 저격할때 실망했다. 집권중에 그짓 했으면 인정. 치졸,"정우성은 이빨빠진 명박의 저격에 실망하며, 집권 중에 그런 행동을 했다면 인정할 수 없다고 비판했다.",{},{}
185,['Not Hate Speech'],False,키큰여자싫다,키 큰 여자를 싫어한다.,{},{}
186,"['Age', 'Religion']",False,"""네이년 댓글들이 개거품 무는거 보이 잘되고 있는듯.""","""네이년 댓글이 반응이 좋으니 잘 되고 있는 것 같다.""",{},{}
187,['Not Hate Speech'],False,이걸 악용하는 여자분들 당장멈춰주세요~진짜 처벌받아야할 사람들이 이런허위사실때문에 피해사람들이 쟤들 허위아니야?라고 의심하기시작하면 안됩니다~~~제발 뭘좀 뜯어먹을려고 악용하지마세요,"허위사실을 악용하는 여성들에게 멈춰달라는 요청이 있으며, 이러한 행동이 피해자들에게 의심을 불러일으킬 수 있음을 경고하고 있습니다. 악용하지 말라는 간절한 부탁이 담겨 있습니다.",{},{}
188,['Not Hate Speech'],False,"""밑장빼다 걸린 돼지시끼 냅다 줄행랑... 인가? 역시 사람 함부로 고쳐쓰는거 아니다.""",사람을 함부로 고쳐쓰는 것은 좋지 않다는 내용입니다.,{},{}
189,['Not Hate Speech'],False,화질구지아,화질구지아는 화질이 좋지 않은 상태를 의미합니다.,{},{}
190,['Not Hate Speech'],False,아이유 노래 선곡이면 필패네.ㅎㅎ,아이유의 노래를 선택하면 실패할 것이라는 의견입니다.,{},{}
191,"['Politics', 'Religion']",False,"조두순,강호순같은 극악무도한 성폭행범들한텐 찍소리 못하면서 성추행한 만만한 연예인은 죽음으로까지 내모는 한국여자들...ㄷㄷ","한국에서 조두순, 강호순 같은 극악한 성폭행범들은 처벌받지 않으면서, 성추행한 연예인들은 극단적인 상황에 처하게 되는 현실에 대한 비판.",{},{}
192,['Not Hate Speech'],False,찌라씨가 맞나보네 ㅋ,찌라씨가 맞는 것 같다는 내용입니다.,{},{}
193,['Not Hate Speech'],False,중국 바퀴벌레들 짓인듯,중국 바퀴벌레들이 관련된 것으로 보인다.,{},{}
194,['Not Hate Speech'],False,애들이 있는데 집에만 처박혀 있는게 가능하나?본가에 가서 기분풀고 있나부지~~~,"애들이 있는데 집에만 있는 건 힘들고, 본가에 가서 기분을 풀고 있는 것 같다.",{},{}
195,['Origin'],False,"""주정뱅이처럼 생겼냐""","""주정뱅이처럼 생겼냐""는 표현은 누군가의 외모나 행동이 술에 취한 사람처럼 보인다는 의미입니다.",{},{}
196,['Age'],False,대국 황제에 공녀바치러 가냐 사정 있으면 빠질 수도 있지 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,대국 황제에게 공녀를 바치러 가는 상황에서 사정이 있으면 빠질 수 있다는 내용입니다.,{},{}
197,['Not Hate Speech'],False,"""중국국적인 인간들이 왜 입국해서 치료받으려 난린거야 기가 막혀서""",중국 국적의 사람들이 치료를 받기 위해 입국한 이유에 대해 놀라움을 표현한 문장입니다.,{},{}
198,['Not Hate Speech'],False,빨간맛~,빨간맛은 맛있고 매력적인 맛을 표현하는 표현입니다.,{},{}
199,"['Age', 'Profanity']",False,"""예수쟁이 새끼가 또 헛소리한다""","요약: ""예수쟁이가 또 헛소리를 한다.""",{},{}
200,['Age'],True,"""딸OOO 매매혼하는 전업년들 부랄봘광ㅋㅋ 좌표찍었노""",,{},"{'filtered': True, 'category': 'sexual', 'severity': 'high'}"
201,['Not Hate Speech'],False,"""대통령 딸이 도망가는 나라.... 헬조선 인증인가...""","대통령의 딸이 도망가는 상황을 언급하며, 이를 통해 한국의 어려운 상황을 비판하고 있다.",{},{}
202,['Gender'],False,"""댓글들 보니까 노망난 노친네들이 왜이리 많냐!""","""댓글을 보니 노망난 노인들이 많다.""",{},{}
203,['Not Hate Speech'],False,"""ㄴ ㅋㅋ 우리나라 육군을 모르는 소리하시네 . 할배 할매는 집에서 애들이나 보시죠...""","요약: ""우리나라 육군에 대해 잘 모르는 것 같네요. 어르신들은 집에서 아이들 돌보세요.""",{},{}
204,['Not Hate Speech'],False,사람에 대해 쉽게 판단하고 댓글달지마세요 제발,사람을 쉽게 판단하고 댓글을 다는 것을 삼가해 주세요.,{},{}
205,"['Politics', 'Age']",False,"""화이팅 이에는 이 몸에는 몸이다 더러븐 전범국가 족바리시키들""","요약: ""화이팅""이라는 표현이 사용되며, 전범국가에 대한 비판이 담겨 있다.",{},{}
206,['Not Hate Speech'],False,남자들~절대 공짜 조심하세요~,남자들은 공짜에 주의해야 한다는 경고입니다.,{},{}
207,['Religion'],False,이래서 아직 여혐사회 맞다니까..그 사건 돌이켜보면 외려 피해자는 이혜영인데 이혜영한테만 왜 그렇게 엄격한 잣대를 들이대는 건지,"여전히 여혐 사회라는 점을 강조하며, 사건을 돌아보면 피해자인 이혜영에게만 지나치게 엄격한 기준을 적용하는 것이 문제라는 내용을 담고 있다.",{},{}
